,MAE,MSE,MAPE,r2
Simple Exponential Smoothing,15.221641298950077,439.2322837145644,0.2350969665720277,-0.05029450263651003
Exponential Smoothing,13.16254190360575,309.7146617452124,0.20331392146042437,0.2594087031446124
Holt Model,23.177498040587558,916.3950237729604,0.3096313028741255,-1.1912885081499747
